stitch_flat_id,label_umls_id,detection_method,label_concept_name,meddra_concept_type,meddra_umls_id,indication_name,sider_version
CID100000085,C0878544,text_mention,Cardiomyopathies,PT,C0878544,Cardiomyopathy,4.1
CID100000085,C1142132,NLP_indication,Carnitine deficiency,PT,C1142132,Carnitine deficiency,4.1
CID100000085,C0085584,text_mention,Encephalopathies,PT,C0085584,Encephalopathy,4.1
CID100000085,C0015544,text_mention,Failure to Thrive,PT,C0015544,Failure to thrive,4.1
CID100000085,C0020615,text_mention,Hypoglycemia,PT,C0020615,Hypoglycaemia,4.1
CID100000085,C0026827,text_mention,Muscle hypotonia,PT,C0026827,Hypotonia,4.1
CID100000085,C0025521,NLP_indication,Inborn Errors of Metabolism,PT,C0025521,Inborn error of metabolism,4.1
CID100000085,C0026827,text_mention,Muscle hypotonia,PT,C1142135,Muscle relaxant therapy,4.1
CID100000085,C0151786,text_mention,Muscle Weakness,PT,C0151786,Muscular weakness,4.1
CID100000085,C0022661,NLP_indication,"Kidney Failure, Chronic",PT,C0022661,Renal failure chronic,4.1
CID100000119,C0221026,text_mention,X-linked agammaglobulinemia,PT,C0221026,Bruton's agammaglobulinaemia,4.1
CID100000119,C0854268,text_mention,Foetal damage,PT,C0854268,Foetal damage,4.1
CID100000119,C0019158,NLP_indication,Hepatitis,PT,C0019158,Hepatitis,4.1
CID100000119,C0019159,text_mention,Hepatitis A,PT,C0019159,Hepatitis A,4.1
CID100000119,C0019163,text_mention,Hepatitis B,PT,C0019163,Hepatitis B,4.1
CID100000119,C0042721,text_mention,Viral hepatitis,PT,C0042721,Hepatitis viral,4.1
CID100000119,C0740380,text_mention,Varicella zoster,PT,C0019360,Herpes zoster,4.1
CID100000119,C0001768,text_mention,Agammaglobulinemia,PT,C0086438,Hypogammaglobulinaemia,4.1
CID100000119,C0085393,text_mention,Immunocompromised Host,PT,C0021051,Immunodeficiency,4.1
CID100000119,C0009447,text_mention,Common Variable Immunodeficiency,PT,C0009447,Immunodeficiency common variable,4.1
CID100000119,C0009450,NLP_indication,Communicable Diseases,PT,C0009450,Infection,4.1
CID100000119,C0917801,NLP_indication,Sleeplessness,PT,C0917801,Insomnia,4.1
CID100000119,C0025007,NLP_indication,Measles,PT,C0025007,Measles,4.1
CID100000119,C0035920,NLP_indication,Rubella,PT,C0035920,Rubella,4.1
CID100000119,C0040100,text_mention,Thymoma,PT,C0040100,Thymoma,4.1
CID100000119,C0008049,text_mention,Chickenpox,PT,C0008049,Varicella,4.1
CID100000137,C0022602,NLP_indication,Actinic keratosis,PT,C0022602,Actinic keratosis,4.1
CID100000137,C0555198,NLP_indication,Malignant Glioma,PT,C0555198,Malignant glioma,4.1
CID100000137,C0162568,NLP_precondition,Erythropoietic Protoporphyria,PT,C0853026,Porphyria non-acute,4.1
CID100000137,C0022602,NLP_indication,Actinic keratosis,PT,C0022603,Seborrhoeic keratosis,4.1
CID100000143,C0002871,NLP_indication,Anemia,PT,C0002871,Anaemia,4.1
CID100000143,C0002888,NLP_indication,"Anemia, Megaloblastic",PT,C0002888,Anaemia megaloblastic,4.1
CID100000143,C0009402,NLP_indication,Colorectal Carcinoma,PT,C0007102,Colon cancer,4.1
CID100000143,C0009402,NLP_indication,Colorectal Carcinoma,PT,C1527249,Colorectal cancer,4.1
CID100000143,C0948380,NLP_indication,Colorectal cancer metastatic,PT,C0948380,Colorectal cancer metastatic,4.1
CID100000143,C0023895,text_mention,Liver diseases,PT,C0239571,Foetor hepaticus,4.1
CID100000143,C0016412,NLP_indication,Folic Acid Deficiency,PT,C0016412,Folate deficiency,4.1
CID100000143,C0023895,text_mention,Liver diseases,PT,C0151763,Hepatocellular injury,4.1
CID100000143,C0023895,text_mention,Liver diseases,PT,C0023895,Liver disorder,4.1
CID100000143,C0024523,text_mention,Malabsorption Syndrome,PT,C0024523,Malabsorption,4.1
CID100000143,C0162429,text_mention,Malnutrition,PT,C0162429,Malnutrition,4.1
CID100000143,C0006826,NLP_precondition,Malignant Neoplasms,PT,C0006826,Neoplasm malignant,4.1
CID100000143,C0029463,NLP_indication,Osteosarcoma,PT,C0029463,Osteosarcoma,4.1
CID100000143,C0002892,text_mention,"Anemia, Pernicious",PT,C0002892,Pernicious anaemia,4.1
CID100000158,C0000729,text_mention,Abdominal Cramps,PT,C0000737,Abdominal pain,4.1
CID100000158,C0000814,NLP_indication,Missed abortion,PT,C0000814,Abortion missed,4.1
CID100000158,C0020217,text_mention,Hydatidiform Mole,PT,C0549315,Benign hydatidiform mole,4.1
CID100000158,C0007222,NLP_precondition,Cardiovascular Diseases,PT,C0007222,Cardiovascular disorder,4.1
CID100000158,C0011849,text_mention,Diabetes Mellitus,PT,C0011849,Diabetes mellitus,4.1
CID100000158,C0015927,NLP_indication,Fetal Death,PT,C0015927,Foetal death,4.1
CID100000158,C0020538,text_mention,Hypertensive disease,PT,C0020538,Hypertension,4.1
CID100000158,C0020649,NLP_indication,Hypotension,PT,C0020649,Hypotension,4.1
CID100000158,C0015934,text_mention,Fetal Growth Retardation,PT,C0015934,Microsomia,4.1
CID100000158,C0027497,text_mention,Nausea,PT,C0027497,Nausea,4.1
CID100000158,C0013274,NLP_indication,Patent ductus arteriosus,PT,C0013274,Patent ductus arteriosus,4.1
CID100000158,C0221007,text_mention,Postmaturity,PT,C0021293,Postmature baby,4.1
CID100000158,C0032914,text_mention,Pre-Eclampsia,PT,C0032914,Pre-eclampsia,4.1
CID100000158,C1504421,text_mention,Rhesus incompatibility,PT,C1504421,Rhesus incompatibility,4.1
CID100000158,C0595939,text_mention,Stillbirth,PT,C0595939,Stillbirth,4.1
CID100000158,C0042963,text_mention,Vomiting,PT,C0042963,Vomiting,4.1
CID100000159,C0009782,text_mention,Connective Tissue Diseases,PT,C0009782,Connective tissue disorder,4.1
CID100000159,C0020538,NLP_indication,Hypertensive disease,PT,C0020538,Hypertension,4.1
CID100000159,C1701939,text_mention,Familial pulmonary arterial hypertension,PT,C2973725,Pulmonary arterial hypertension,4.1
CID100000159,C0011644,text_mention,Scleroderma,PT,C0011644,Scleroderma,4.1
CID100000175,C0020625,NLP_indication,Hyponatremia,PT,C0020625,Hyponatraemia,4.1
CID100000175,C0009450,text_mention,Communicable Diseases,PT,C0009450,Infection,4.1
CID100000187,C0026205,text_mention,Miosis disorder,PT,C0026205,Miosis,4.1
CID100000191,C0004238,text_mention,Atrial Fibrillation,PT,C0004238,Atrial fibrillation,4.1
CID100000191,C0004239,text_mention,Atrial Flutter,PT,C0004239,Atrial flutter,4.1
CID100000191,C0857153,text_mention,Nodal block,PT,C0004245,Atrioventricular block,4.1
CID100000191,C0018799,NLP_precondition,Heart Diseases,PT,C0018799,Cardiac disorder,4.1
CID100000191,C0036572,NLP_precondition,Seizures,PT,C0036572,Convulsion,4.1
CID100000191,C1956346,NLP_precondition,Coronary Artery Disease,PT,C1956346,Coronary artery disease,4.1
CID100000191,C0429097,text_mention,QRS complex,PT,C0429098,Electrocardiogram QRS complex,4.1
CID100000191,C0151744,NLP_precondition,Myocardial Ischemia,PT,C0151744,Myocardial ischaemia,4.1
CID100000191,C0232201,text_mention,Sinus rhythm,PT,C0232201,Sinus rhythm,4.1
CID100000191,C0030590,NLP_indication,Paroxysmal supraventricular tachycardia,PT,C0039240,Supraventricular tachycardia,4.1
CID100000191,C0039240,text_mention,Supraventricular tachycardia,PT,C0039240,Supraventricular tachycardia,4.1
CID100000191,C1258192,text_mention,Total Peripheral Resistance,PT,C1258192,Vascular resistance systemic,4.1
CID100000191,C0042514,text_mention,"Tachycardia, Ventricular",PT,C0042514,Ventricular tachycardia,4.1
CID100000191,C0043202,NLP_indication,Wolff-Parkinson-White Syndrome,PT,C0043202,Wolff-Parkinson-White syndrome,4.1
CID100000206,C1112209,NLP_indication,Intraabdominal Infections,PT,C1112209,Abdominal infection,4.1
CID100000206,C0004610,NLP_indication,Bacteremia,PT,C0004610,Bacteraemia,4.1
CID100000206,C0020459,text_mention,Hyperinsulinism,PT,C0852795,Blood insulin increased,4.1
CID100000206,C0018802,text_mention,Congestive heart failure,PT,C0018802,Cardiac failure congestive,4.1
CID100000206,C0235395,NLP_indication,Fluid loss,PT,C0011175,Dehydration,4.1
CID100000206,C0011884,NLP_indication,Diabetic Retinopathy,PT,C0011884,Diabetic retinopathy,4.1
CID100000206,C0023890,text_mention,Liver Cirrhosis,PT,C0023890,Hepatic cirrhosis,4.1
CID100000206,C0020456,text_mention,Hyperglycemia,PT,C0020456,Hyperglycaemia,4.1
CID100000206,C0020459,text_mention,Hyperinsulinism,PT,C0020459,Hyperinsulinism,4.1
CID100000206,C0020488,text_mention,Hypernatremia,PT,C0020488,Hypernatraemia,4.1
CID100000206,C0020598,NLP_indication,Hypocalcemia,PT,C0020598,Hypocalcaemia,4.1
CID100000206,C0020615,NLP_indication,Hypoglycemia,PT,C0020615,Hypoglycaemia,4.1
CID100000206,C0745153,text_mention,Hypoglycaemic episode,PT,C0020615,Hypoglycaemia,4.1
CID100000206,C0020625,NLP_indication,Hyponatremia,PT,C0020625,Hyponatraemia,4.1
CID100000206,C0009450,NLP_indication,Communicable Diseases,PT,C0009450,Infection,4.1
CID100000206,C0220983,NLP_indication,Metabolic alkalosis,PT,C0220983,Metabolic alkalosis,4.1
CID100000206,C0022658,NLP_indication,Kidney Diseases,PT,C0022658,Nephropathy,4.1
CID100000206,C0442874,NLP_indication,Neuropathy,PT,C0031117,Neuropathy peripheral,4.1
CID100000206,C0013604,text_mention,Edema,PT,C0013604,Oedema,4.1
CID100000206,C0032285,NLP_indication,Pneumonia,PT,C0032285,Pneumonia,4.1
CID100000206,C1565489,text_mention,Renal Insufficiency,PT,C0035078,Renal failure,4.1
CID100000206,C1565489,text_mention,Renal Insufficiency,PT,C1565489,Renal impairment,4.1
CID100000206,C1527401,text_mention,Insulin Shock,PT,C0851302,Shock hypoglycaemic,4.1
CID100000206,C0151940,NLP_indication,Hypocalcemic tetany,PT,C0039621,Tetany,4.1
CID100000206,C0011854,NLP_indication,"Diabetes Mellitus, Insulin-Dependent",PT,C0011854,Type 1 diabetes mellitus,4.1
CID100000206,C0042345,text_mention,Varicosity,PT,C0042345,Varicose vein,4.1
CID100000206,C0043250,text_mention,Injury wounds,PT,C0043250,Wound,4.1
CID100000214,C0003492,text_mention,Aortic coarctation,PT,C0003492,Coarctation of the aorta,4.1
CID100000214,C0242855,text_mention,Congenital atresia of pulmonary valve,PT,C0242855,Congenital pulmonary valve atresia,4.1
CID100000214,C0243002,text_mention,Tricuspid Atresia,PT,C0243002,Congenital tricuspid valve atresia,4.1
CID100000214,C0242350,NLP_indication,Erectile dysfunction,PT,C0242350,Erectile dysfunction,4.1
CID100000214,C0039685,text_mention,Tetralogy of Fallot,PT,C0039685,Fallot's tetralogy,4.1
CID100000214,C0018798,text_mention,Congenital Heart Defects,PT,C0152021,Heart disease congenital,4.1
CID100000214,C0026836,text_mention,Muscle relaxation phase,PT,C0026827,Hypotonia,4.1
CID100000214,C0344760,text_mention,Mitral valve atresia,PT,C0344760,Mitral valve atresia,4.1
CID100000214,C0013274,NLP_indication,Patent ductus arteriosus,PT,C0013274,Patent ductus arteriosus,4.1
CID100000214,C1956257,text_mention,Pulmonary Stenosis,PT,C0034089,Pulmonary valve stenosis,4.1
CID100000214,C0040761,text_mention,Transposition of Great Vessels,PT,C0040761,Transposition of the great vessels,4.1
CID100000214,C0042401,text_mention,Vasodilation,PT,C1142412,Vasodilation procedure,4.1
CID100000222,C0220983,text_mention,Metabolic alkalosis,PT,C0220983,Metabolic alkalosis,4.1
CID100000232,C0001206,text_mention,Acromegaly,PT,C0001206,Acromegaly,4.1
CID100000232,C0001430,text_mention,Adenoma,PT,C0001430,Adenoma benign,4.1
CID100000232,C0010276,text_mention,Craniopharyngioma,PT,C0010276,Craniopharyngioma,4.1
CID100000232,C0221347,NLP_precondition,Acrocyanosis,PT,C0010520,Cyanosis,4.1
CID100000232,C0013338,text_mention,Pituitary dwarfism,PT,C0013336,Dwarfism,4.1
CID100000232,C0017547,text_mention,Gigantism,PT,C0017547,Gigantism,4.1
CID100000232,C0858734,text_mention,Insulin hypoglycemia,PT,C0020615,Hypoglycaemia,4.1
CID100000232,C0242343,text_mention,Panhypopituitarism,PT,C0020635,Hypopituitarism,4.1
CID100000232,C0043251,text_mention,Wounds and Injuries,PT,C3263723,Injury,4.1
CID100000242,C0236018,NLP_indication,Aura,PT,C0236018,Aura,4.1
CID100000242,C0149931,NLP_indication,Migraine Disorders,PT,C0149931,Migraine,4.1
CID100000244,C0030757,NLP_indication,Pediculus capitis infestation,PT,C0030756,Lice infestation,4.1
CID100000247,C0019880,NLP_indication,Homocystinuria,PT,C0019880,Homocystinuria,4.1
CID100000247,C0268621,NLP_precondition,Hepatic methionine adenosyltransferase deficiency,PT,C0268621,Hypermethioninaemia,4.1
CID100000271,C0232488,NLP_indication,Abdominal colic,PT,C0000737,Abdominal pain,4.1
CID100000271,C0002063,text_mention,Alkalosis,PT,C0002063,Alkalosis,4.1
CID100000271,C0242188,text_mention,Spider Bites,PT,C0853348,Arthropod bite,4.1
CID100000271,C0392519,text_mention,Calcium deficiency,PT,C0392519,Calcium deficiency,4.1
CID100000271,C0006906,text_mention,Capillary Permeability,PT,C0006906,Capillary permeability,4.1
CID100000271,C0876994,text_mention,Cardiotoxicity,PT,C0876994,Cardiotoxicity,4.1
CID100000271,C0011608,text_mention,Dermatitis Herpetiformis,PT,C0011608,Dermatitis herpetiformis,4.1
CID100000271,C0020461,text_mention,Hyperkalemia,PT,C0020461,Hyperkalaemia,4.1
CID100000271,C0085681,NLP_indication,Hyperphosphatemia (disorder),PT,C0085681,Hyperphosphataemia,4.1
CID100000271,C0020598,NLP_indication,Hypocalcemia,PT,C0020598,Hypocalcaemia,4.1
CID100000271,C0020626,text_mention,Hypoparathyroidism,PT,C0020626,Hypoparathyroidism,4.1
CID100000271,C0026821,text_mention,Muscle Cramp,PT,C0037763,Muscle spasms,4.1
CID100000271,C0270224,text_mention,"Tetany, Neonatal",PT,C0270224,Neonatal tetany,4.1
CID100000271,C0029442,text_mention,Osteomalacia,PT,C0029442,Osteomalacia,4.1
CID100000271,C0728899,NLP_indication,Intoxication,PT,C0032343,Poisoning,4.1
CID100000271,C0033774,text_mention,Pruritus,PT,C0033774,Pruritus,4.1
CID100000271,C0242461,text_mention,"Purpura, Nonthrombocytopenic",PT,C0242461,Purpura non-thrombocytopenic,4.1
CID100000271,C0302295,text_mention,Eruptions,PT,C0015230,Rash,4.1
CID100000271,C0022661,text_mention,"Kidney Failure, Chronic",PT,C0022661,Renal failure chronic,4.1
CID100000271,C0035579,text_mention,Rickets,PT,C0035579,Rickets,4.1
CID100000271,C0037274,text_mention,Dermatologic disorders,PT,C0037274,Skin disorder,4.1
CID100000271,C0039621,text_mention,Tetany,PT,C0039621,Tetany,4.1
CID100000271,C0042870,text_mention,Vitamin D Deficiency,PT,C0042870,Vitamin D deficiency,4.1
CID100000274,C0018802,NLP_indication,Congestive heart failure,PT,C0018802,Cardiac failure congestive,4.1
CID100000297,C0042963,text_mention,Vomiting,PT,C0042963,Vomiting,4.1
CID100000298,C0004610,text_mention,Bacteremia,PT,C0004610,Bacteraemia,4.1
CID100000298,C0009768,NLP_indication,Bacterial conjunctivitis,PT,C0009768,Conjunctivitis bacterial,4.1
CID100000298,C0009768,NLP_indication,Bacterial conjunctivitis,PT,C0497209,Conjunctivitis infective,4.1
CID100000298,C0010674,text_mention,Cystic Fibrosis,PT,C0010674,Cystic fibrosis,4.1
CID100000298,C0015403,NLP_indication,Eye Infections,PT,C0015403,Eye infection,4.1
CID100000298,C0009450,NLP_indication,Communicable Diseases,PT,C0009450,Infection,4.1
CID100000298,C0025289,text_mention,Meningitis,PT,C0025289,Meningitis,4.1
CID100000298,C0029878,NLP_indication,Otitis Externa,PT,C0029878,Otitis externa,4.1
CID100000298,C0271454,text_mention,Chronic suppurative otitis media,PT,C0271441,Otitis media chronic,4.1
CID100000298,C0029291,text_mention,Psittacosis,PT,C0339959,Pneumonia chlamydial,4.1
CID100000298,C0029291,text_mention,Psittacosis,PT,C0029291,Psittacosis,4.1
CID100000298,C0041466,text_mention,Typhoid Fever,PT,C0041466,Typhoid fever,4.1
CID100000311,C0001122,text_mention,Acidosis,PT,C0001122,Acidosis,4.1
CID100000311,C0085631,text_mention,Agitation,PT,C0085631,Agitation,4.1
CID100000311,C0002063,text_mention,Alkalosis,PT,C0002063,Alkalosis,4.1
CID100000311,C0018099,text_mention,Gout,PT,C0018099,Gout,4.1
CID100000311,C0220981,text_mention,Metabolic acidosis,PT,C0220981,Metabolic acidosis,4.1
CID100000311,C0392525,NLP_indication,Nephrolithiasis,PT,C0392525,Nephrolithiasis,4.1
CID100000311,C0022658,NLP_precondition,Kidney Diseases,PT,C0022658,Nephropathy,4.1
CID100000311,C0403447,text_mention,Chronic Kidney Insufficiency,PT,C0022661,Renal failure chronic,4.1
CID100000311,C0403447,text_mention,Chronic Kidney Insufficiency,PT,C1565489,Renal impairment,4.1
CID100000311,C0001126,NLP_indication,Renal tubular acidosis,PT,C0001126,Renal tubular acidosis,4.1
CID100000311,C0001126,NLP_indication,Renal tubular acidosis,PT,C0221706,Road traffic accident,4.1
CID100000311,C0854059,text_mention,pH urine decreased,PT,C0854059,pH urine decreased,4.1
CID100000312,C0003811,text_mention,Cardiac Arrhythmia,PT,C0003811,Arrhythmia,4.1
CID100000312,C0003962,text_mention,Ascites,PT,C0003962,Ascites,4.1
CID100000312,C0085580,text_mention,Essential Hypertension,PT,C0085580,Essential hypertension,4.1
CID100000312,C0030443,text_mention,Familial Periodic Paralysis,PT,C0030443,Familial periodic paralysis,4.1
CID100000312,C0038358,text_mention,Gastric ulcer,PT,C0038358,Gastric ulcer,4.1
CID100000312,C0019080,text_mention,Hemorrhage,PT,C0518015,Haemoglobin,4.1
CID100000312,C0019080,text_mention,Hemorrhage,PT,C0019080,Haemorrhage,4.1
CID100000312,C0023890,text_mention,Liver Cirrhosis,PT,C0023890,Hepatic cirrhosis,4.1
CID100000312,C0020621,NLP_indication,Hypokalemia,PT,C0020621,Hypokalaemia,4.1
CID100000312,C0220983,text_mention,Metabolic alkalosis,PT,C0220983,Metabolic alkalosis,4.1
CID100000312,C0022658,text_mention,Kidney Diseases,PT,C0022658,Nephropathy,4.1
CID100000312,C0030443,text_mention,Familial Periodic Paralysis,PT,C0522224,Paralysis,4.1
CID100000312,C0728899,text_mention,Intoxication,PT,C0032343,Poisoning,4.1
CID100000338,C0003864,text_mention,Arthritis,PT,C0003864,Arthritis,4.1
CID100000338,C0021564,NLP_indication,Insect Bites,PT,C0853348,Arthropod bite,4.1
CID100000338,C0741453,text_mention,Bedridden,PT,C0741453,Bedridden,4.1
CID100000338,C0011603,text_mention,Dermatitis,PT,C0011603,Dermatitis,4.1
CID100000338,C0034212,text_mention,Pyoderma,PT,C1323189,Dermatitis infected,4.1
CID100000338,C0026946,NLP_indication,Mycoses,PT,C0026946,Fungal infection,4.1
CID100000338,C0010046,NLP_indication,Corn of toe,PT,C0870082,Hyperkeratosis,4.1
CID100000338,C0020757,text_mention,Ichthyoses,PT,C0020757,Ichthyosis,4.1
CID100000338,C0020757,text_mention,Ichthyoses,PT,C0263386,Ichthyosis acquired,4.1
CID100000338,C0021368,NLP_indication,Inflammation,PT,C0021368,Inflammation,4.1
CID100000338,C3495559,text_mention,Juvenile arthritis,PT,C3495559,Juvenile idiopathic arthritis,4.1
CID100000338,C0263383,text_mention,Keratosis pilaris,PT,C0263383,Keratosis pilaris,4.1
CID100000338,C0029408,text_mention,Degenerative polyarthritis,PT,C0029408,Osteoarthritis,4.1
CID100000338,C0030193,NLP_indication,Pain,PT,C0030193,Pain,4.1
CID100000338,C0856543,text_mention,Keratosis palmaris,PT,C0022596,Palmoplantar keratoderma,4.1
CID100000338,C0032027,text_mention,Pityriasis Rubra Pilaris,PT,C0032027,Pityriasis rubra pilaris,4.1
CID100000338,C0033860,NLP_indication,Psoriasis,PT,C0033860,Psoriasis,4.1
CID100000338,C0034212,text_mention,Pyoderma,PT,C0034212,Pyoderma,4.1
CID100000338,C0035435,text_mention,Rheumatism,PT,C3495832,Rheumatic disorder,4.1
CID100000338,C0003873,text_mention,Rheumatoid Arthritis,PT,C0003873,Rheumatoid arthritis,4.1
CID100000338,C0037274,text_mention,Dermatologic disorders,PT,C0037274,Skin disorder,4.1
CID100000338,C0241165,NLP_indication,Skin thickening,PT,C0151717,Skin hypertrophy,4.1
CID100000338,C0042548,NLP_indication,Plantar wart,PT,C0347390,Skin papilloma,4.1
CID100000338,C3665596,text_mention,Warts,PT,C0347390,Skin papilloma,4.1
CID100000401,C0679362,NLP_indication,Extrapulmonary tuberculosis,PT,C0679362,Extrapulmonary tuberculosis,4.1
CID100000401,C0023895,NLP_precondition,Liver diseases,PT,C0239571,Foetor hepaticus,4.1
CID100000401,C0023895,NLP_precondition,Liver diseases,PT,C0151763,Hepatocellular injury,4.1
CID100000401,C0009450,text_mention,Communicable Diseases,PT,C0009450,Infection,4.1
CID100000401,C0023895,NLP_precondition,Liver diseases,PT,C0023895,Liver disorder,4.1
CID100000401,C0022658,text_mention,Kidney Diseases,PT,C0022658,Nephropathy,4.1
CID100000401,C0042029,NLP_indication,Urinary tract infection,PT,C0042029,Urinary tract infection,4.1
CID100000444,C0085631,text_mention,Agitation,PT,C0085631,Agitation,4.1
CID100000444,C0015672,text_mention,Fatigue,PT,C0004093,Asthenia,4.1
CID100000444,C0233633,text_mention,Thought retardation,PT,C0554976,Bradyphrenia,4.1
CID100000444,C0024117,NLP_precondition,Chronic Obstructive Airway Disease,PT,C0085129,Bronchial hyperreactivity,4.1
CID100000444,C0024117,NLP_precondition,Chronic Obstructive Airway Disease,PT,C0024117,Chronic obstructive pulmonary disease,4.1
CID100000444,C0036572,text_mention,Seizures,PT,C0036572,Convulsion,4.1
CID100000444,C0424091,text_mention,Decreased interest,PT,C0424091,Decreased interest,4.1
CID100000444,C0344315,text_mention,Depressed mood,PT,C0344315,Depressed mood,4.1
CID100000444,C0011581,NLP_indication,Depressive disorder,PT,C0011570,Depression,4.1
CID100000444,C0235198,text_mention,Unable to concentrate,PT,C0233414,Disturbance in attention,4.1
CID100000444,C0233477,text_mention,Dysphoria,PT,C0233477,Dysphoria,4.1
CID100000444,C0011581,NLP_indication,Depressive disorder,PT,C0013415,Dysthymic disorder,4.1
CID100000444,C0015672,text_mention,Fatigue,PT,C0015672,Fatigue,4.1
CID100000444,C0018379,text_mention,Guilt,PT,C0018379,Feeling guilty,4.1
CID100000444,C0917799,text_mention,Hypersomnia,PT,C0917799,Hypersomnia,4.1
CID100000444,C0917801,text_mention,Sleeplessness,PT,C0917801,Insomnia,4.1
CID100000444,C0024517,NLP_indication,"Major depressive disorder, single episode",PT,C1269683,Major depression,4.1
CID100000444,C0235198,text_mention,Unable to concentrate,PT,C1306341,Mental disability,4.1
CID100000444,C0004936,text_mention,Mental disorders,PT,C0004936,Mental disorder,4.1
CID100000444,C0028043,NLP_indication,Nicotine Dependence,PT,C0028043,Nicotine dependence,4.1
CID100000444,C0085159,NLP_indication,Seasonal Affective Disorder,PT,C0085159,Seasonal affective disorder,4.1
CID100000444,C0549622,text_mention,Sexual Dysfunction,PT,C0549622,Sexual dysfunction,4.1
CID100000444,C0424000,text_mention,Feeling suicidal (finding),PT,C0424000,Suicidal ideation,4.1
CID100000444,C0038663,text_mention,Suicide attempt,PT,C0038663,Suicide attempt,4.1
CID100000450,C0027051,text_mention,Myocardial Infarction,PT,C0948089,Acute coronary syndrome,4.1
CID100000450,C0085762,text_mention,Alcohol abuse,PT,C0085762,Alcohol abuse,4.1
CID100000450,C0042373,text_mention,Vascular Diseases,PT,C0042373,Angiopathy,4.1
CID100000450,C0740421,NLP_indication,Surgical menopause,PT,C0232972,Artificial menopause,4.1
CID100000450,C0221392,NLP_indication,Atrophic Vaginitis,PT,C0149836,Atrophic vulvovaginitis,4.1
CID100000450,C0333641,NLP_indication,Atrophic,PT,C0333641,Atrophy,4.1
CID100000450,C3665346,text_mention,Unspecified visual loss,PT,C0456909,Blindness,4.1
CID100000450,C1306580,text_mention,Bone mass decreased,PT,C0877225,Bone density decreased,4.1
CID100000450,C0006142,NLP_indication,Malignant neoplasm of breast,PT,C0006142,Breast cancer,4.1
CID100000450,C0006147,text_mention,Breast Feeding,PT,C0006147,Breast feeding,4.1
CID100000450,C0038454,text_mention,Cerebrovascular accident,PT,C0038454,Cerebrovascular accident,4.1
CID100000450,C0005778,text_mention,Blood coagulation,PT,C0005779,Coagulopathy,4.1
CID100000450,C0010068,text_mention,Coronary heart disease,PT,C1956346,Coronary artery disease,4.1
CID100000450,C0010481,text_mention,Cushing Syndrome,PT,C0010481,Cushing's syndrome,4.1
CID100000450,C0149871,text_mention,Deep Vein Thrombosis,PT,C0149871,Deep vein thrombosis,4.1
CID100000450,C1384606,NLP_indication,Dyspareunia,PT,C1384606,Dyspareunia,4.1
CID100000450,C0013428,NLP_indication,Dysuria,PT,C0013428,Dysuria,4.1
CID100000450,C0423736,text_mention,Micturition burning,PT,C0013428,Dysuria,4.1
CID100000450,C0014173,NLP_indication,Endometrial Hyperplasia,PT,C0014173,Endometrial hyperplasia,4.1
CID100000450,C0014175,text_mention,Endometriosis,PT,C0014175,Endometriosis,4.1
CID100000450,C0392197,text_mention,Physiologic warmth,PT,C2939147,Feeling hot,4.1
CID100000450,C0023895,text_mention,Liver diseases,PT,C0239571,Foetor hepaticus,4.1
CID100000450,C0016658,text_mention,Fracture,PT,C0016658,Fracture,4.1
CID100000450,C0019080,text_mention,Hemorrhage,PT,C0518015,Haemoglobin,4.1
CID100000450,C0019080,text_mention,Hemorrhage,PT,C0019080,Haemorrhage,4.1
CID100000450,C0018681,text_mention,Headache,PT,C0018681,Headache,4.1
CID100000450,C0023895,text_mention,Liver diseases,PT,C0151763,Hepatocellular injury,4.1
CID100000450,C0600142,text_mention,Hot flushes,PT,C0600142,Hot flush,4.1
CID100000450,C0038990,text_mention,Sweating,PT,C0020458,Hyperhidrosis,4.1
CID100000450,C0020502,text_mention,Hyperparathyroidism,PT,C0020502,Hyperparathyroidism,4.1
CID100000450,C0020514,text_mention,Hyperprolactinemia,PT,C0020514,Hyperprolactinaemia,4.1
CID100000450,C0020517,NLP_precondition,Hypersensitivity,PT,C0020517,Hypersensitivity,4.1
CID100000450,C0040156,text_mention,Thyrotoxicosis,PT,C0020550,Hyperthyroidism,4.1
CID100000450,C0020619,NLP_indication,Hypogonadism,PT,C0020619,Hypogonadism,4.1
CID100000450,C0271578,text_mention,Hypogonadism female,PT,C0271578,Hypogonadism female,4.1
CID100000450,C0021368,text_mention,Inflammation,PT,C0021368,Inflammation,4.1
CID100000450,C0023895,text_mention,Liver diseases,PT,C0023895,Liver disorder,4.1
CID100000450,C0236075,NLP_indication,Menopausal symptoms,PT,C0236075,Menopausal symptoms,4.1
CID100000450,C0600142,text_mention,Hot flushes,PT,C0236075,Menopausal symptoms,4.1
CID100000450,C0025320,NLP_indication,Menopause,PT,C0025320,Menopause,4.1
CID100000450,C0856856,text_mention,Natural menopause,PT,C0025320,Menopause,4.1
CID100000450,C2939420,NLP_indication,Metastatic Neoplasm,PT,C2939419,Metastatic neoplasm,4.1
CID100000450,C0085606,NLP_indication,Urgency of micturition,PT,C0085606,Micturition urgency,4.1
CID100000450,C0149931,text_mention,Migraine Disorders,PT,C0149931,Migraine,4.1
CID100000450,C0016658,text_mention,Fracture,PT,C0016655,Multiple fractures,4.1
CID100000450,C0027051,text_mention,Myocardial Infarction,PT,C0027051,Myocardial infarction,4.1
CID100000450,C0006826,text_mention,Malignant Neoplasms,PT,C0006826,Neoplasm malignant,4.1
